,industry,job_title,description,job_link,job_id
70,Semiconductors,Verification Engineer,Looking for a person with 2-4 years experience in design verification with following skillset: 1. Good knowledge of processor architecture. (Knowledge of ARM architecure a plus) 2. c++ and assmebly programming 3. Hands on experience in automation in UNIX enviroment (shell and perl scripting) 4. Good analytical skills Job Location : Bangalore Job role: Working as a consultant for one of the reputed...,https://www.linkedin.com/jobs?viewJob=&jobId=44926575&trk=api*a130653*s139051*,1070
71,"Marketing and Advertising, Computer Software",Python Developers with MySql Experience (2+ yrs),Looking for a Senior Software Engineer with 3+ years of experience in Python and Linux to build large scale web and mobile products.  Technical Skills that you ABSOLUTELY MUST have:  - Python  - Experience working on ANY web framework  - Stored Procedures and Complex Queries on MySQL or PostgreSQL  - Webservers (nginx/uwsgi or Apache)  - Optimizing for high traffic/high availability platforms...,https://www.linkedin.com/jobs?viewJob=&jobId=60053356&trk=api*a130653*s139051*,1071
72,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,1072
73,Computer Software,Software Engineer,"Your Role and Responsibilities Work along with full-time engineers and build product end to end   Understand scalability, code quality mobile applications   Collaborate with cross-functional teams to define, design, and ship new features.   Unit-test code for robustness, including edge cases, usability, and general reliability.   Continuously discover, evaluate, and implement new technologies to m...",https://www.linkedin.com/jobs?viewJob=&jobId=43065956&trk=api*a130653*s139051*,1073
74,Computer Software,Software Engineer,"Your Role and Responsibilities Work along with full-time engineers and build product end to end   Understand scalability, code quality mobile applications   Collaborate with cross-functional teams to define, design, and ship new features.   Unit-test code for robustness, including edge cases, usability, and general reliability.   Continuously discover, evaluate, and implement new technologies to m...",https://www.linkedin.com/jobs?viewJob=&jobId=43065956&trk=api*a130653*s139051*,1074
75,Design,Graphic Designer,"                                           You are: A designer with a clean, minimalist sense of design who can work to a brief; Aware of the latest in UI/UX; Completely at home with web development technologies; Fanatical about detail; Needless to say, fluent in the use of the latest design software.   A typical workday might see you: Pull together a brand identity for an organisation; Work with...",https://www.linkedin.com/jobs?viewJob=&jobId=46397002&trk=api*a130653*s139051*,1075
76,Internet,Android Developer,"# What you will do - Architect and develop Instamojo’s Android app from scratch   - Implement beautiful UIs and transitions that result in high productivity and delight among Instamojo’s seller and buyer userbase   - Conceptualise, design and execute features that enhance our mobile products   - Dedicatedly maintain and improve the codebase of the app and product with scheduled releases of new fea...",https://www.linkedin.com/jobs?viewJob=&jobId=43040825&trk=api*a130653*s139051*,1076
77,Design,Graphic Designer,"                                           You are: A designer with a clean, minimalist sense of design who can work to a brief; Aware of the latest in UI/UX; Completely at home with web development technologies; Fanatical about detail; Needless to say, fluent in the use of the latest design software.   A typical workday might see you: Pull together a brand identity for an organisation; Work with...",https://www.linkedin.com/jobs?viewJob=&jobId=46397002&trk=api*a130653*s139051*,1077
78,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,1078
79,Information Technology and Services,Content Developer / Technical Writer,Be able to write/develop content on simple to complex subjects spanning multiple technologies/domains. Interact with peers and supervisors. Be open to learning new technologies and keep abreast of emerging trends. Interact with clients for all project-related issues. Escalate appropriate matters to the management without delays. To Apply: Please send your resume to bindu.gangaram@infocognitio.com...,https://www.linkedin.com/jobs?viewJob=&jobId=44930937&trk=api*a130653*s139051*,1079
80,Computer Software,QA Engineer,"GENWI is looking for QA engineer to plan &amp; execute QA activities for Genwi Platform and Mobile Apps. As the QA Engineer, your key responsibilities would include : Plan the QA activities of Genwi Platform and iOS, Android &amp; HTML5 Apps Develop testcases for GENWI Platform and Apps Manual testing of GENWI Platform and iOS, Android &amp; HTML5 apps Managing iOS, Android and HTML5 Apps build an...",https://www.linkedin.com/jobs?viewJob=&jobId=44246033&trk=api*a130653*s139051*,1080
81,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,1081
82,Internet,Associate Editor,"Responsibilities: Work with our staff writers and editor to finalise the day’s stories, edit these and publish online Generate new and unique content/story ideas for our staff writers Coordinate with readers on user-submitted stories Undertake writing assigments as and when needed...",https://www.linkedin.com/jobs?viewJob=&jobId=43010559&trk=api*a130653*s139051*,1082
